Αναγνωριστικό,eidos,etos,tm_code,tm_per,eidos_from_excel,tma_code,tma_per,ps_ex,ps_dm,ps_km,teacher,
230,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300131,(ΜΕΤΑ)ΝΕΟΤΕΡΙΚΟΤΗΤΑ ΚΑΙ ΚΟΙΝΩΝΙΟΛΟΓΙΚΗ ΘΕΩΡΙΑ,5,3,ΕΥ,ΓΕΩΡΓΟΠΟΥΛΟΥ Π.,
231,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300132,ΠΟΛΙΤΙΚΗ ΚΟΙΝΩΝΙΟΛΟΓΙΑ ΙΙ: ΣΥΓΧΡΟΝΕΣ ΘΕΩΡΙΕΣ ΓΙΑ ΤΗΝ ΕΞΟΥΣΙΑ ΚΑΙ ΤΗΝ ΠΟΛΙΤΙΚΗ ΝΟΜΙΜΟΠΟΙΗΣΗ,6,3,ΕΥ,ΤΣΙΡΟΣ ΝΙΚΟΛΑΟΣ,
232,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300133,ΚΟΙΝΩΝΙΟΛΟΓΙΑ ΤΩΝ ΠΟΛΙΤΙΚΩΝ ΣΥΣΤΗΜΑΤΩΝ ΙΙ: ΜΟΡΦΕΣ ΤΩΝ ΣΥΓΧΡΟΝΩΝ ΚΟΜΜΑΤΙΚΩΝ ΣΥΣΤΗΜΑΤΩΝ ΚΑΙ ΤΟ ΕΛΛΗΝΙΚΟ ΚΟΜΜΑΤΙΚΟ ΣΥΣΤΗΜΑ,8,3,ΕΥ,ΤΣΙΡΟΣ ΝΙΚΟΛΑΟΣ,
233,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300134,ΤΕΧΝΟΛΟΓΙΚΟΣ ΜΕΤΑΣΧΗΜΑΤΙΣΜΟΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΗ ΑΝΑΠΤΥΞΗ,6,3,ΕΥ,ΚΗΠΑΣ ΜΙΛΤΙΑΔΗΣ,
234,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300136,ΣΕΜΙΝΑΡΙΟ : ΕΙΔΙΚΑ ΘΕΜΑΤΑ ΠΟΙΟΤΙΚΗΣ ΕΡΕΥΝΑΣ. ΠΡΟΣΕΓΓΙΣΕΙΣ ΣΤΗ ΛΟΓΟΤΕΧΝΙΑ ΚΑΙ ΣΤΟΝ ΚΙΝΗΜΑΤΟΓΡΑΦΟ,7,3,ΣΕ,ΛΥΔΑΚΗ ΑΝΝΑ,
235,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300142,ΝΑΡΚΩΤΙΚΑ ΝΟΜΟΘΕΣΙΑ ΚΑΙ ΠΟΛΙΤΙΚΕΣ,8,3,ΕΥ,ΧΑΙΔΟΥ ΑΝΘΟΖΩΗ,
236,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300145,ΚΟΙΝΩΝΙΚΕΣ ΑΝΙΣΟΤΗΤΕΣ Ι,5,3,ΕΥ,ΚΑΝΤΖΑΡΑ ΒΑΣΙΛΙΚΗ,
237,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300146,ΚΟΙΝΩΝΙΚΕΣ ΑΝΙΣΟΤΗΤΕΣ ΙΙ.  ΠΟΛΙΤΙΚΕΣ ΓΙΑ ΤΗΝ ΚΑΤΑΠΟΛΕΜΗΣΗ ΤΟΥ ΚΟΙΝΩΝΙΚΟΥ ΑΠΟΚΛΕΙΣΜΟΥ,6,3,ΕΥ,ΚΑΝΤΖΑΡΑ ΒΑΣΙΛΙΚΗ,
238,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300146,ΚΟΙΝΩΝΙΚΕΣ ΑΝΙΣΟΤΗΤΕΣ ΙΙ.  ΠΟΛΙΤΙΚΕΣ ΓΙΑ ΤΗΝ ΚΑΤΑΠΟΛΕΜΗΣΗ ΤΟΥ ΚΟΙΝΩΝΙΚΟΥ ΑΠΟΚΛΕΙΣΜΟΥ,6,3,ΕΥ,ΟΙΚΟΝΟΜΟΥ ΧΑΡΑΛΑΜΠΟΣ,
239,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300148,ΠΟΛΗ ΚΑΙ ΝΕΩΤΕΡΙΚΟΤΗΤΑ,4,3,ΕΥ,ΚΟΤΕΑ ΜΑΡΙΑΝΘΗ,
240,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300155,ΚΟΙΝΩΝΙΑ ΚΑΙ ΚΟΙΝΟΤΙΣΜΟΣ,6,3,ΕΥ,ΚΩΣΤΟΠΟΥΛΟΣ ΤΡΥΦΩΝΑΣ,
241,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300156,ΤΟΠΙΚΗ ΚΟΙΝΩΝΙΑ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΗ ΟΡΓΑΝΩΣΗ ΣΤΟ ΕΥΡΩΠΑΪΚΟ ΠΛΑΙΣΙΟ,6,3,ΕΥ,ΚΩΣΤΟΠΟΥΛΟΣ ΤΡΥΦΩΝΑΣ,
242,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300157,ΤΟΠΙΚΗ ΚΟΙΝΩΝΙΑ ΚΑΙ ΔΙΟΙΚΗΣΗ,5,3,ΕΥ,ΚΩΣΤΟΠΟΥΛΟΣ ΤΡΥΦΩΝΑΣ,
243,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300158,ΚΟΙΝΩΝΙΟΛΟΓΙΑ ΤΗΣ ΕΠΙΚΟΙΝΩΝΙΑΣ-ΕΠΙΚΟΙΝΩΝΙΑ ΣΤΗ ΣΥΓΧΡΟΝΗ ΚΑΘΗΜΕΡΙΝΗ ΖΩΗ,5,3,ΕΥ,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΧΡΙΣΤΙΑΝΑ,
244,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300159,ΑΓΓΛΙΚΗ ΓΛΩΣΣΑ ΕΙΔΙΚΟΤΗΤΑΣ Ι,5,3,ΣΕ,ΠΛΕΜΕΝΟΥ Ε.,
245,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300159,ΑΓΓΛΙΚΗ ΓΛΩΣΣΑ ΕΙΔΙΚΟΤΗΤΑΣ Ι,5,3,ΣΕ,ΧΑΤΖΗΙΩΣΗΦ ΑΙΚΑΤΕΡΙΝΗ,
246,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300160,ΓΑΛΛΙΚΗ ΓΛΩΣΣΑ ΕΙΔΙΚΟΤΗΤΑΣ Ι,5,3,ΣΕ,ΣΥΝΤΙΧΑΚΗ ΜΑΡΙΑ,
247,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300161,ΤΟΠΙΚΗ ΚΟΙΝΩΝΙΑ ΕΥΡΩΠΑΪΚΗ ΟΛΟΚΛΗΡΩΣΗ ΚΑΙ ΜΕΙΟΝΟΤΗΤΕΣ,5,3,ΕΥ,ΚΩΣΤΟΠΟΥΛΟΣ ΤΡΥΦΩΝΑΣ,
248,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300162,ΑΝΑΠΑΡΑΣΤΑΣΕΙΣ ΚΑΙ ΣΥΜΒΟΛΙΣΜΟΙ ΤΗΣ ΚΑΘΗΜΕΡΙΝΗΣ ΖΩΗΣ (ΜΕΣΑ ΕΠΙΚΟΙΝΩΝΙΑΣ),6,3,ΕΥ,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΧΡΙΣΤΙΑΝΑ,
249,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300163,ΑΓΓΛΙΚΗ ΓΛΩΣΣΑ ΕΙΔΙΚΟΤΗΤΑΣ ΙΙ,6,3,ΣΕ,ΠΛΕΜΕΝΟΥ Ε.,
250,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300163,ΑΓΓΛΙΚΗ ΓΛΩΣΣΑ ΕΙΔΙΚΟΤΗΤΑΣ ΙΙ,6,3,ΣΕ,ΧΑΤΖΗΙΩΣΗΦ ΑΙΚΑΤΕΡΙΝΗ,
251,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300164,ΓΑΛΛΙΚΗ ΓΛΩΣΣΑ ΕΙΔΙΚΟΤΗΤΑΣ ΙΙ,6,3,ΣΕ,ΣΥΝΤΙΧΑΚΗ ΜΑΡΙΑ,
252,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300165,ΚΟΙΝΩΝΙΟΛΟΓΙΑ ΤΟΥ ΕΛΕΥΘΕΡΟΥ ΧΡΟΝΟΥ,7,3,ΕΥ,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΧΡΙΣΤΙΑΝΑ,
253,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300166,ΓΕΡΜΑΝΙΚΗ ΓΛΩΣΣΑ ΕΙΔΙΚΟΤΗΤΑΣ Ι,7,3,ΣΕ,ΠΑΠΑΧΡΗΣΤΟΥ-ΟΥΡΑΝΟΥ ΘΕΟΔΩΡΑ,
254,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300167,ΙΤΑΛΙΚΗ ΓΛΩΣΣΑ ΕΙΔΙΚΟΤΗΤΑΣ Ι,7,3,ΣΕ,ΔΑΝΕΖΗΣ ΝΕΚΤΑΡΙΟΣ,
255,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300167,ΙΤΑΛΙΚΗ ΓΛΩΣΣΑ ΕΙΔΙΚΟΤΗΤΑΣ Ι,7,3,ΣΕ,ΠΑΠΑΜΕΛΕΤΗ ΑΙΚ.,
256,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300168,ΟΙΚΟΝΟΜΙΚΟΣ ΚΑΙ ΚΟΙΝΩΝΙΚΟΣ ΜΕΤΑΣΧΗΜΑΤΙΣΜΟΣ ΣΤΗΝ ΑΝΑΤΟΛΙΚΗ ΕΥΡΩΠΗ,6,3,ΕΥ,ΚΗΠΑΣ ΜΙΛΤΙΑΔΗΣ,
257,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300171,ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΚΟΙΝΩΝΙΟΛΟΓΙΑ ΤΟΥ ΣΥΓΧΡΟΝΟΥ ΦΑΝΤΑΣΙΑΚΟΥ,8,3,ΕΥ,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΧΡΙΣΤΙΑΝΑ,
258,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300172,ΓΕΡΜΑΝΙΚΗ ΓΛΩΣΣΑ ΕΙΔΙΚΟΤΗΤΑΣ ΙΙ,8,3,ΣΕ,ΠΑΠΑΧΡΗΣΤΟΥ-ΟΥΡΑΝΟΥ ΘΕΟΔΩΡΑ,
259,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300173,ΙΤΑΛΙΚΗ ΓΛΩΣΣΑ ΕΙΔΙΚΟΤΗΤΑΣ ΙΙ,8,3,ΣΕ,ΔΑΝΕΖΗΣ ΝΕΚΤΑΡΙΟΣ,
260,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300173,ΙΤΑΛΙΚΗ ΓΛΩΣΣΑ ΕΙΔΙΚΟΤΗΤΑΣ ΙΙ,8,3,ΣΕ,ΠΑΠΑΜΕΛΕΤΗ ΑΙΚ.,
261,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300174,ΣΥΓΚΡΟΤΗΣΗ ΤΗΣ ΣΥΓΧΡΟΝΗΣ ΕΛΛΗΝΙΚΗΣ ΔΙΑΝΟΗΣΗΣ ΙΙ,8,3,ΕΥ,ΜΕΛΕΤΙΑΔΗΣ Χ,
262,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300175,ΦΙΛΟΣΟΦΙΑ ΤΗΣ ΙΣΤΟΡΙΑΣ,4,3,ΕΥ,ΧΡΥΣΗΣ ΑΛΕΞΑΝΔΡΟΣ,
263,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300176,ΕΓΚΛΗΜΑΤΙΚΟΤΗΤΑ ΚΑΙ ΚΟΙΝΩΝΙΚΟΣ ΕΛΕΓΧΟΣ ΑΝΗΛΙΚΩΝ,5,3,ΕΥ,ΧΑΙΔΟΥ ΑΝΘΟΖΩΗ,
264,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300177,ΟΙΚΟΝΟΜΙΚΗ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΑΝΑΠΤΥΞΗ ΣΤΑ ΒΑΛΚΑΝΙΑ ΚΑΙ Ο ΡΟΛΟΣ ΤΗΣ ΕΛΛΑΔΑΣ,7,3,ΕΥ,ΚΗΠΑΣ ΜΙΛΤΙΑΔΗΣ,
265,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300180,ΙΣΤΟΡΙΑ ΤΩΝ ΙΔΕΩΝ ΙΙ: ΜΑΡΞΙΣΜΟΣ,8,3,ΕΥ,ΧΡΥΣΗΣ ΑΛΕΞΑΝΔΡΟΣ,
266,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300181,ΟΙΚΟΝΟΜΙΚΗ ΕΓΚΛΗΜΑΤΙΚΟΤΗΤΑ ΙΙ. ΠΟΛΙΤΙΚΟΟΙΚΟΝΟΜΙΚΗ ΠΡΟΣΕΓΓΙΣΗ,8,3,ΕΥ,ΛΑΖΟΣ ΓΡΗΓΟΡΙΟΣ,
267,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300183,ΔΗΜΟΣΙΟΝΟΜΙΚΟΙ ΘΕΣΜΟΙ ΚΟΙΝΩΝΙΑ ΚΑΙ ΔΗΜΟΣΙΑ ΑΠΑΣΧΟΛΗΣΗ,4,3,ΕΥ,ΛΥΤΡΑΣ ΑΝΔΡΕΑΣ,
268,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300185,ΚΟΙΝΩΝΙΑ ΚΑΙ ΦΙΛΟΣΟΦΙΑ ΤΩΝ ΕΛΛΗΝΩΝ ΕΩΣ ΤΟΝ 15ο ΑΙΩΝΑ,8,3,ΕΥ,ΜΕΛΕΤΙΑΔΗΣ Χ,
269,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300187,ΚΟΙΝΩΝΙΑ ΚΑΙ ΔΙΑΦΘΟΡΑ,4,3,ΕΥ,ΠΡΟΝΤΖΑΣ ΔΗΜΗΤΡΙΟΣ,
270,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300188,ΠΟΙΝΙΚΗ ΔΙΚΑΙΟΣΥΝΗ ΚΑΙ ΑΝΤΙΜΕΤΩΠΙΣΗ ΘΥΜΑΤΩΝ,5,3,ΕΥ,ΒΛΑΧΟΥ ΒΑΣΙΛΙΚΗ,
271,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300189,ΟΙΚΟΝΟΜΙΚΗ ΚΟΙΝΩΝΙΟΛΟΓΙΑ,5,3,ΕΥ,ΠΡΟΝΤΖΑΣ ΕΥΑΓΓΕΛΟΣ,
272,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300191,ΔΙΑΦΘΟΡΑ: ΟΨΕΙΣ ΚΑΙ ΕΚΔΗΛΩΣΕΙΣ ΣΤΗΝ ΕΛΛΗΝΙΚΗ ΚΟΙΝΩΝΙΑ ΚΑΙ ΟΙΚΟΝΟΜΙΑ,6,3,ΕΥ,ΠΡΟΝΤΖΑΣ ΔΗΜΗΤΡΙΟΣ,
273,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300192,ΔΗΜΟΣΙΟΝΟΜΙΚΗ ΚΟΙΝΩΝΙΟΛΟΓΙΑ,6,3,ΕΥ,ΠΡΟΝΤΖΑΣ ΕΥΑΓΓΕΛΟΣ,
274,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300193,ΚΟΙΝΩΝΙΟΛΟΓΙΑ ΤΟΥ ΧΡΗΜΑΤΟΣ,6,3,ΕΥ,ΠΡΟΝΤΖΑΣ ΕΥΑΓΓΕΛΟΣ,
275,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300195,ΕΙΔΙΚΑ ΘΕΜΑΤΑ ΕΝΔΟΟΙΚΟΓΕΝΕΙΑΚΗΣ ΒΙΑΣ: ΜΕΛΕΤΗ ΠΕΡΙΠΤΩΣΕΩΝ,8,3,ΣΕ,ΒΛΑΧΟΥ ΒΑΣΙΛΙΚΗ,
276,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300198,ΘΥΜΑΤΟΛΟΓΙΑ,7,3,ΣΕ,ΑΡΤΙΝΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ,
277,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300201,ΖΗΤΗΜΑΤΑ ΔΙΑΦΘΟΡΑΣ ΣΕ ΜΕΤΑΒΑΤΙΚΕΣ ΚΟΙΝΩΝΙΕΣ,7,3,ΕΥ,ΠΡΟΝΤΖΑΣ ΔΗΜΗΤΡΙΟΣ,
278,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300204,ΚΟΙΝΩΝΙΚΗ ΘΕΩΡΙΑ ΤΗΣ ΓΝΩΣΗΣ Ι,7,3,ΕΥ,ΞΑΝΘΟΠΟΥΛΟΣ ΧΡ.,
279,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300205,ΘΕΜΑΤΑ ΚΟΙΝΩΝΙΚΗΣ ΘΕΩΡΙΑΣ ΤΗΣ ΓΝΩΣΗΣ,8,3,ΣΕ,ΞΑΝΘΟΠΟΥΛΟΣ ΧΡ.,
280,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300206,ΑΤΟΜΙΚΑ ΚΑΙ ΚΟΙΝΩΝΙΚΑ ΔΙΚΑΙΩΜΑΤΑ,4,3,ΕΥ,ΤΣΙΡΗΣ ΠΑΝΑΓΙΩΤΗΣ,
281,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300207,ΣΥΓΧΡΟΝΑ ΠΟΛΙΤΙΚΑ ΣΥΣΤΗΜΑΤΑ ΔΙΑΚΥΒΕΡΝΗΣΗΣ,5,3,ΕΥ,ΤΣΙΡΗΣ ΠΑΝΑΓΙΩΤΗΣ,
282,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300208,"ΚΛΙΜΑΤΙΚΗ ΑΛΛΑΓΗ , ΒΙΩΣΙΜΗ ΑΝΑΠΤΥΞΗ ΚΑΙ ΠΡΑΣΙΝΗ ΟΙΚΟΝΟΜΙΑ",8,3,ΕΥ,ΚΗΠΑΣ ΜΙΛΤΙΑΔΗΣ,
283,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300209,ΚΟΙΝΩΝΙΚΗ ΘΕΩΡΙΑ ΤΗΣ ΓΝΩΣΗΣ ΙΙ,8,3,ΕΥ,ΞΑΝΘΟΠΟΥΛΟΣ ΧΡ.,
284,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300210,ΦΤΩΧΕΙΑ ΚΑΙ ΠΛΟΥΤΟΣ ΤΩΝ ΕΘΝΩΝ,7,3,ΕΥ,ΠΡΟΝΤΖΑΣ ΕΥΑΓΓΕΛΟΣ,
285,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300211,ΚΟΙΝΩΝΙΑ ΚΑΙ ΔΙΑΔΙΚΤΥΟ : Η ΚΟΙΝΩΝΙΚΗ ΘΕΩΡΙΑ ΣΤΗΝ ΕΠΟΧΗ ΤΗΣ ΠΛΗΡΟΦΟΡΙΑΣ,7,3,ΕΥ,ΓΕΩΡΓΟΠΟΥΛΟΥ Π.,
286,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300212,"ΒΙΟΛΟΓΙΑ, ΤΑΞΗ ΚΑΙ ΕΓΚΛΗΜΑ",7,3,ΕΥ,ΛΑΖΟΣ ΓΡΗΓΟΡΙΟΣ,
287,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300213,Η ΕΥΡΩΠΑΪΚΗ ΔΙΑΣΤΑΣΗ ΤΩΝ ΘΕΜΕΛΙΩΔΩΝ ΔΙΚΑΙΩΜΑΤΩΝ,8,3,ΕΥ,ΤΣΙΡΗΣ ΠΑΝΑΓΙΩΤΗΣ,
288,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300214,ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΓΚΛΗΜΑΤΟΛΟΓΙΑ ΙΙ,4,3,ΥΠ,ΝΙΚΟΛΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ,
289,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300215,ΚΟΙΝΩΝΙΑ ΚΑΙ ΧΩΡΟΣ,3,3,ΕΥ,ΔΟΥΚΕΛΛΗΣ ΠΑΝΑΓΙΩΤΗΣ,
290,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300216,ΠΡΟΒΙΟΜΗΧΑΝΙΚΕΣ ΚΟΙΝΩΝΙΕΣ Ι,5,3,ΕΥ,ΔΟΥΚΕΛΛΗΣ ΠΑΝΑΓΙΩΤΗΣ,
291,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300218,ΠΡΟΒΙΟΜΗΧΑΝΙΚΕΣ ΚΟΙΝΩΝΙΕΣ ΙΙ,6,3,ΕΥ,ΔΟΥΚΕΛΛΗΣ ΠΑΝΑΓΙΩΤΗΣ,
292,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300219,ΦΥΛΟ ΚΑΙ ΣΕΞΟΥΑΛΙΚΟΤΗΤΕΣ,7,3,ΕΥ,ΧΑΛΚΙΑ ΑΛΕΞΑΝΔΡΑ,
293,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300221,ΟΙΚΟΝΟΜΙΕΣ ΤΟΥ ΑΡΧΑΙΟΥ ΚΟΣΜΟΥ,8,3,ΕΥ,ΔΟΥΚΕΛΛΗΣ ΠΑΝΑΓΙΩΤΗΣ,
294,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300223,ΤΡΑΓΟΥΔΩΝΤΑΣ ΣΤΗ ΦΥΛΑΚΗ :ΑΡΧΑΙΚΕΣ ΠΑΡΑΔΟΣΙΑΚΕΣ ΚΑΙ ΣΥΓΧΡΟΝΕΣ ΕΙΚΟΝΕΣ ΤΗΣ ΦΥΛΑΚΗΣ,8,3,ΣΕ,ΚΟΤΑΡΙΔΗΣ ΝΙΚΟΛΑΟΣ,
295,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300224,ΠΟΙΝΙΚΟ ΔΙΚΑΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ Ι,7,3,ΕΥ,ΠΑΠΑΝΕΟΦΥΤΟΥ ΑΓΑΠΙΟΣ,
296,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300224,ΠΟΙΝΙΚΟ ΔΙΚΑΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ Ι,7,3,ΕΥ,ΤΖΩΡΤΖΗΣ ΓΕΩΡΓΙΟΣ,
297,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300225,ΠΟΙΝΙΚΗ ΠΡΟΣΤΑΣΙΑ ΤΟΥ ΚΑΤΑΝΑΛΩΤΗ,7,3,ΕΥ,ΠΑΠΑΝΕΟΦΥΤΟΥ ΑΓΑΠΙΟΣ,
298,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300225,ΠΟΙΝΙΚΗ ΠΡΟΣΤΑΣΙΑ ΤΟΥ ΚΑΤΑΝΑΛΩΤΗ,7,3,ΕΥ,ΤΖΩΡΤΖΗΣ ΓΕΩΡΓΙΟΣ,
299,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300226,ΠΟΙΝΙΚΟ ΔΙΚΑΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΙΙ,8,3,ΕΥ,ΠΑΠΑΝΕΟΦΥΤΟΥ ΑΓΑΠΙΟΣ,
300,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300226,ΠΟΙΝΙΚΟ ΔΙΚΑΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΙΙ,8,3,ΕΥ,ΤΖΩΡΤΖΗΣ ΓΕΩΡΓΙΟΣ,
301,ΠΡΟ,2015,3,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,PRO,300227,ΕΓΚΛΗΜΑΤΑ ΠΟΥ ΣΥΝΔΕΟΝΤΑΙ ΜΕ ΠΡΟΣΒΟΛΕΣ ΤΟΥ ΠΟΛΙΤΕΥΜΑΤΟΣ ΚΑΙ ΕΓΚΛΗΜΑΤΑ ΚΑΤΑ ΤΗΣ ΠΟΛΙΤΕΙΑΚΗΣ ΕΞΟΥΣΙΑΣ,8,3,ΕΥ,ΠΑΠΑΝΕΟΦΥΤΟΥ ΑΓΑΠΙΟΣ,
